year,district,farmer_id,crop,area_hectares,rainfall_mm,production_tons,crop_value_rs,insurance_premium_rs,claim_amount_rs,loss_percent
2000,Anantapur,ANA_2000_39,Cotton,5.21,741.86,4.94,296185.66,7912.74,59237.13,0.2
2000,Kurnool,KUR_2000_0,Cotton,2.95,778.59,3.03,181531.99,4754.32,0.0,0.0
2000,Kurnool,KUR_2000_1,Sugarcane,3.31,592.95,139.05,486672.4,14428.61,0.0,0.0
2000,Kurnool,KUR_2000_2,Rice,5.81,554.79,9.77,195366.97,6118.62,0.0,0.0
2000,Kurnool,KUR_2000_3,Chilli,6.64,808.33,5.79,463140.26,19659.28,0.0,0.0
2000,Kurnool,KUR_2000_4,Sugarcane,2.65,838.42,142.83,499913.38,20804.14,0.0,0.0
2000,Kurnool,KUR_2000_5,Maize,2.77,1119.42,10.37,176208.61,7295.12,35241.72,0.2
2000,Kurnool,KUR_2000_6,Sugarcane,6.25,566.05,262.39,918355.1,21256.32,91835.51,0.1
2000,Kurnool,KUR_2000_7,Chilli,1.14,468.18,0.82,65692.71,1948.6,0.0,0.0
2000,Kurnool,KUR_2000_8,Cotton,4.75,659.49,4.27,256356.84,8772.3,0.0,0.0
2000,Kurnool,KUR_2000_9,Rice,4.49,561.35,7.54,150833.61,3409.99,0.0,0.0
2000,Kurnool,KUR_2000_10,Cotton,4.9,1095.89,8.36,501838.03,15739.24,0.0,0.0
2000,Kurnool,KUR_2000_11,Chilli,5.52,1197.23,8.49,679401.5,25221.66,0.0,0.0
2000,Kurnool,KUR_2000_12,Groundnut,3.31,676.58,3.58,178871.73,6195.1,35774.35,0.2
2000,Kurnool,KUR_2000_13,Sugarcane,3.0,548.23,125.82,440362.93,11097.68,88072.59,0.2
2000,Kurnool,KUR_2000_14,Maize,4.67,854.09,11.83,201162.03,4699.38,0.0,0.0
2000,Kurnool,KUR_2000_15,Chilli,7.42,789.95,6.23,498694.42,10053.18,199477.77,0.4
2000,Kurnool,KUR_2000_16,Sugarcane,2.2,905.66,133.02,465558.01,17087.32,0.0,0.0
2000,Kurnool,KUR_2000_17,Maize,6.87,841.5,17.01,289108.95,7560.87,115643.58,0.4
2000,Kurnool,KUR_2000_18,Chilli,3.98,474.49,2.86,229135.97,5372.12,22913.6,0.1
2000,Kurnool,KUR_2000_19,Sugarcane,5.07,809.62,258.31,904077.68,22268.23,0.0,0.0
2000,Kurnool,KUR_2000_20,Maize,5.16,650.41,9.9,168330.41,6137.01,0.0,0.0
2000,Kurnool,KUR_2000_21,Cotton,3.26,372.24,2.93,175849.75,7789.48,0.0,0.0
2000,Kurnool,KUR_2000_22,Groundnut,1.02,785.67,1.27,63627.6,2429.5,6362.76,0.1
2000,Kurnool,KUR_2000_23,Rice,6.96,595.24,11.68,233691.1,9903.65,0.0,0.0
2000,Kurnool,KUR_2000_24,Groundnut,6.12,817.32,8.14,406794.09,15146.65,81358.82,0.2
2000,Kurnool,KUR_2000_25,Maize,6.57,768.86,14.08,239280.2,6232.97,0.0,0.0
2000,Kurnool,KUR_2000_26,Groundnut,2.3,930.68,3.74,186893.12,8828.08,0.0,0.0
2000,Kurnool,KUR_2000_27,Cotton,3.75,541.78,3.37,202344.25,9003.91,0.0,0.0
2000,Kurnool,KUR_2000_28,Sugarcane,7.3,941.58,468.21,1638726.61,54344.01,0.0,0.0
2000,Kurnool,KUR_2000_29,Rice,7.3,1241.69,26.56,531223.2,16742.42,0.0,0.0
2000,Kurnool,KUR_2000_30,Maize,4.8,426.53,9.22,156670.21,6567.06,15667.02,0.1
2000,Kurnool,KUR_2000_31,Chilli,6.56,647.04,4.72,377750.96,14582.01,0.0,0.0
2000,Kurnool,KUR_2000_32,Maize,6.52,708.13,12.52,212818.69,5842.87,21281.87,0.1
2000,Kurnool,KUR_2000_33,Sugarcane,2.43,630.03,102.14,357476.39,14807.36,0.0,0.0
2000,Kurnool,KUR_2000_34,Cotton,3.39,1057.39,5.51,330561.26,8097.93,0.0,0.0
2000,Kurnool,KUR_2000_35,Chilli,6.4,711.07,4.61,368822.81,7511.48,0.0,0.0
2000,Kurnool,KUR_2000_36,Chilli,4.8,645.24,3.46,276426.5,7034.48,55285.3,0.2
2000,Kurnool,KUR_2000_37,Sugarcane,2.59,551.07,108.84,380944.16,12459.89,0.0,0.0
2000,Kurnool,KUR_2000_38,Maize,2.07,836.11,5.08,86386.78,3312.38,0.0,0.0
2000,Kurnool,KUR_2000_39,Chilli,5.15,1328.71,8.04,642812.39,14827.35,128562.48,0.2
2000,East Godavari,EAS_2000_0,Groundnut,7.46,641.91,8.05,402704.77,15016.32,40270.48,0.1
2000,East Godavari,EAS_2000_1,Sugarcane,1.54,894.29,91.6,320583.76,7414.27,64116.75,0.2
2000,East Godavari,EAS_2000_2,Maize,4.16,1307.74,17.29,293903.52,9396.12,0.0,0.0
2000,East Godavari,EAS_2000_3,Rice,2.44,904.79,5.9,118009.57,5149.19,11800.96,0.1
2000,East Godavari,EAS_2000_4,Maize,3.79,964.63,11.51,195613.82,5944.78,0.0,0.0
2000,East Godavari,EAS_2000_5,Cotton,7.43,814.66,8.19,491596.72,18489.96,0.0,0.0
2000,East Godavari,EAS_2000_6,Maize,1.99,798.67,4.53,76964.87,2506.57,15392.97,0.2
2000,East Godavari,EAS_2000_7,Rice,6.46,536.17,10.86,217172.59,6151.98,0.0,0.0
2000,East Godavari,EAS_2000_8,Cotton,5.64,746.22,5.4,323848.07,7306.17,129539.23,0.4
2000,East Godavari,EAS_2000_9,Rice,3.1,578.69,5.2,104064.96,3048.91,0.0,0.0
2000,East Godavari,EAS_2000_10,Maize,2.47,777.03,5.38,91543.68,2354.56,0.0,0.0
2000,East Godavari,EAS_2000_11,Sugarcane,6.86,831.01,364.06,1274196.57,47939.87,0.0,0.0
2000,East Godavari,EAS_2000_12,Maize,4.17,269.81,8.01,136207.43,4361.76,0.0,0.0
2000,East Godavari,EAS_2000_13,Chilli,2.27,1018.3,2.8,223961.96,10269.46,44792.39,0.2
2000,East Godavari,EAS_2000_14,Cotton,2.9,577.88,2.61,156341.49,3245.9,0.0,0.0
2000,East Godavari,EAS_2000_15,Cotton,7.07,1150.45,12.88,772948.65,24919.5,0.0,0.0
2000,East Godavari,EAS_2000_16,Maize,2.62,819.75,6.22,105726.84,2680.85,10572.68,0.1
2000,East Godavari,EAS_2000_17,Cotton,6.64,773.93,6.74,404431.32,20084.81,40443.13,0.1
2000,East Godavari,EAS_2000_18,Sugarcane,6.81,1129.28,564.87,1977034.27,51698.51,0.0,0.0
2000,East Godavari,EAS_2000_19,Cotton,1.09,598.58,0.98,58914.73,1329.43,0.0,0.0
2000,East Godavari,EAS_2000_20,Maize,1.86,866.06,4.81,81799.0,3363.44,16359.8,0.2
2000,East Godavari,EAS_2000_21,Groundnut,3.39,974.0,5.88,294004.41,8168.24,0.0,0.0
2000,East Godavari,EAS_2000_22,Chilli,6.81,1037.04,8.61,688818.27,21272.59,137763.65,0.2
2000,East Godavari,EAS_2000_23,Maize,7.64,665.99,14.67,249342.61,10698.84,0.0,0.0
2000,East Godavari,EAS_2000_24,Cotton,4.96,796.02,5.27,316348.18,8055.24,0.0,0.0
2000,East Godavari,EAS_2000_25,Rice,2.88,866.73,6.53,130607.91,4734.41,13060.79,0.1
2000,East Godavari,EAS_2000_26,Rice,1.98,542.31,3.32,66376.55,1869.78,0.0,0.0
2000,East Godavari,EAS_2000_27,Cotton,4.71,820.16,5.25,314837.76,13995.05,0.0,0.0
2000,East Godavari,EAS_2000_28,Cotton,4.88,1005.83,7.38,442790.19,11597.84,0.0,0.0
2000,East Godavari,EAS_2000_29,Groundnut,2.85,894.52,4.35,217526.87,6089.65,21752.69,0.1
2000,East Godavari,EAS_2000_30,Cotton,5.2,599.25,4.68,280995.37,13328.27,0.0,0.0
2000,East Godavari,EAS_2000_31,Chilli,6.4,902.06,6.6,528137.1,17249.53,0.0,0.0
2000,East Godavari,EAS_2000_32,Sugarcane,6.17,837.35,331.34,1159706.53,31730.12,0.0,0.0
2000,East Godavari,EAS_2000_33,Maize,3.49,648.92,6.7,113904.1,4735.15,0.0,0.0
2000,East Godavari,EAS_2000_34,Maize,7.65,903.97,21.11,358843.68,8630.2,0.0,0.0
2000,East Godavari,EAS_2000_35,Cotton,1.22,776.34,1.24,74611.38,2079.26,0.0,0.0
2000,East Godavari,EAS_2000_36,Maize,6.92,703.98,13.3,226027.27,6855.75,0.0,0.0
2000,East Godavari,EAS_2000_37,Rice,4.47,1259.69,16.27,325302.37,13224.22,0.0,0.0
2000,East Godavari,EAS_2000_38,Maize,6.73,926.48,19.28,327841.52,9233.44,0.0,0.0
2000,East Godavari,EAS_2000_39,Maize,3.2,994.51,10.17,172832.38,7643.15,69132.95,0.4
2000,West Godavari,WES_2000_0,Rice,7.65,536.13,12.85,257095.83,9321.53,51419.17,0.2
2000,West Godavari,WES_2000_1,Groundnut,6.31,754.75,7.38,369123.03,15400.96,36912.3,0.1
2000,West Godavari,WES_2000_2,Rice,7.32,1070.97,22.58,451698.22,9733.14,45169.82,0.1
2000,West Godavari,WES_2000_3,Cotton,5.12,1005.73,7.74,464375.59,23209.77,0.0,0.0
2000,West Godavari,WES_2000_4,Sugarcane,7.41,889.33,436.6,1528095.73,75078.01,305619.15,0.2
2000,West Godavari,WES_2000_5,Cotton,6.22,757.35,6.09,365478.31,7911.32,0.0,0.0
2000,West Godavari,WES_2000_6,Maize,6.8,819.22,16.15,274484.89,7383.72,0.0,0.0
2000,West Godavari,WES_2000_7,Cotton,7.19,707.54,6.48,388529.38,13951.3,0.0,0.0
2000,West Godavari,WES_2000_8,Chilli,5.01,835.08,4.59,367428.15,14641.89,36742.82,0.1
2000,West Godavari,WES_2000_9,Rice,7.2,1077.72,22.4,448080.44,17240.3,0.0,0.0
2000,West Godavari,WES_2000_10,Maize,7.09,942.68,20.83,354147.53,15569.56,141659.01,0.4
2000,West Godavari,WES_2000_11,Chilli,1.37,809.4,1.2,95624.88,2166.51,0.0,0.0
2000,West Godavari,WES_2000_12,Chilli,5.39,710.9,3.88,310610.2,10138.54,31061.02,0.1
2000,West Godavari,WES_2000_13,Sugarcane,1.02,1090.68,80.92,283219.35,9634.93,0.0,0.0
2000,West Godavari,WES_2000_14,Cotton,3.07,413.26,2.77,166004.47,6704.82,0.0,0.0
2000,West Godavari,WES_2000_15,Cotton,6.59,558.52,5.93,355639.96,9875.94,0.0,0.0
2000,West Godavari,WES_2000_16,Sugarcane,5.21,780.58,250.17,875595.87,28060.58,175119.17,0.2
2000,West Godavari,WES_2000_17,Sugarcane,5.25,810.86,268.42,939455.57,33238.55,0.0,0.0
2000,West Godavari,WES_2000_18,Cotton,3.69,893.71,4.69,281570.02,10951.2,0.0,0.0
2000,West Godavari,WES_2000_19,Rice,7.49,901.64,18.04,360706.79,17980.24,0.0,0.0
2000,West Godavari,WES_2000_20,Cotton,4.61,833.93,5.27,316244.18,14839.15,0.0,0.0
2000,West Godavari,WES_2000_21,Groundnut,2.57,799.4,3.3,164804.8,5950.98,0.0,0.0
2000,West Godavari,WES_2000_22,Sugarcane,7.02,350.87,294.88,1032070.49,29092.81,0.0,0.0
2000,West Godavari,WES_2000_23,Maize,7.69,624.33,14.76,250987.25,11511.24,50197.45,0.2
2000,West Godavari,WES_2000_24,Rice,4.86,764.61,9.02,180491.97,5627.86,0.0,0.0
2000,West Godavari,WES_2000_25,Groundnut,1.34,640.34,1.45,72440.19,2606.26,28976.08,0.4
2000,West Godavari,WES_2000_26,Groundnut,7.26,808.65,9.5,474881.4,22412.22,0.0,0.0
2000,West Godavari,WES_2000_27,Cotton,4.81,1006.09,7.27,436347.06,20043.51,43634.71,0.1
2000,West Godavari,WES_2000_28,Maize,7.08,672.43,13.59,230997.38,5731.51,0.0,0.0
2000,West Godavari,WES_2000_29,Groundnut,5.88,705.17,6.35,317644.21,12834.17,31764.42,0.1
2000,West Godavari,WES_2000_30,Sugarcane,2.32,1008.04,164.59,576057.19,11610.06,115211.44,0.2
2000,West Godavari,WES_2000_31,Groundnut,6.2,781.05,7.67,383746.93,9525.67,76749.39,0.2
2000,West Godavari,WES_2000_32,Sugarcane,6.3,643.58,264.45,925578.24,20846.75,0.0,0.0
2000,West Godavari,WES_2000_33,Rice,5.42,677.0,9.11,182202.54,5064.16,18220.25,0.1
2000,West Godavari,WES_2000_34,Groundnut,6.46,853.32,9.19,459491.56,16651.05,183796.62,0.4
2000,West Godavari,WES_2000_35,Chilli,5.43,719.72,3.91,312673.15,14996.07,0.0,0.0
2000,West Godavari,WES_2000_36,Chilli,2.22,898.08,2.27,181785.33,7499.95,0.0,0.0
2000,West Godavari,WES_2000_37,Sugarcane,5.35,679.24,224.55,785922.07,16796.93,157184.41,0.2
2000,West Godavari,WES_2000_38,Groundnut,4.12,1020.73,7.64,381941.06,12034.34,0.0,0.0
2000,West Godavari,WES_2000_39,Rice,3.27,1145.08,11.04,220754.1,7651.18,22075.41,0.1
2000,Prakasam,PRA_2000_0,Cotton,1.01,777.4,1.03,61822.54,2987.83,0.0,0.0
2000,Prakasam,PRA_2000_1,Rice,2.15,555.01,3.6,72084.32,3160.49,7208.43,0.1
2000,Prakasam,PRA_2000_2,Chilli,6.88,655.31,4.95,396266.7,9486.65,79253.34,0.2
2000,Prakasam,PRA_2000_3,Sugarcane,2.06,946.23,132.96,465344.3,15342.42,93068.86,0.2
2000,Prakasam,PRA_2000_4,Groundnut,5.47,494.89,5.91,295362.81,14626.17,0.0,0.0
2000,Prakasam,PRA_2000_5,Chilli,6.07,661.62,4.37,349687.22,14818.03,0.0,0.0
2000,Prakasam,PRA_2000_6,Rice,5.56,990.1,15.35,307048.8,10499.93,122819.52,0.4
2000,Prakasam,PRA_2000_7,Sugarcane,2.43,731.4,104.65,366292.07,8327.63,0.0,0.0
2000,Prakasam,PRA_2000_8,Maize,6.91,928.54,19.86,337702.13,8083.69,0.0,0.0
2000,Prakasam,PRA_2000_9,Chilli,7.77,1065.83,10.2,816339.84,20868.72,0.0,0.0
2000,Prakasam,PRA_2000_10,Sugarcane,1.82,875.0,104.72,366505.1,12061.38,0.0,0.0
2000,Prakasam,PRA_2000_11,Rice,2.13,648.52,3.57,71426.15,2824.59,0.0,0.0
2000,Prakasam,PRA_2000_12,Cotton,6.58,710.76,5.92,355477.34,7233.47,0.0,0.0
2000,Prakasam,PRA_2000_13,Cotton,4.36,422.09,3.92,235416.88,8945.99,0.0,0.0
2000,Prakasam,PRA_2000_14,Groundnut,6.3,987.97,11.14,557203.64,13583.32,0.0,0.0
2000,Prakasam,PRA_2000_15,Sugarcane,2.0,969.2,133.67,467849.04,16359.11,46784.9,0.1
2000,Prakasam,PRA_2000_16,Chilli,3.42,812.5,3.01,240526.12,11178.69,0.0,0.0
2000,Prakasam,PRA_2000_17,Groundnut,1.55,643.91,1.67,83702.67,2670.76,0.0,0.0
2000,Prakasam,PRA_2000_18,Cotton,5.83,685.76,5.24,314617.76,7873.15,0.0,0.0
2000,Prakasam,PRA_2000_19,Maize,1.87,914.52,5.25,89283.08,4186.18,0.0,0.0
